r,l,t,f,y,ProductionByTechnology
RE1,S102,PWRTRN,ELC002,2040,14.1833
RE1,S102,PWRDIST,ELC003,2040,13.4522
RE1,S102,PWRSOL002,ELC003,2040,2.1708
RE1,S102,PWRHYD004,ELC003,2040,0.0375
RE1,S102,DEMTRAEVC,ELCEV,2040,5.1652
RE1,S102,DEMTRAMCYELC,TRAMCY,2040,4.6533
RE1,S102,DEMTRACARGSL,TRACAR,2040,3.4322
RE1,S102,DEMTRABUSGSL,TRABUS,2040,5.6198
RE1,S102,DEMINDELC,INDELC,2040,9.9272
RE1,S102,DEMINDHECOA,INDHEH,2040,2.061
RE1,S102,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S102,DEMRESCKNBIO,RESCKN,2040,6.9517
RE1,S102,DEMRESHEBIO,RESHEL,2040,2.9793
RE1,S102,DEMCOMHEBIO,COMHEL,2040,0.0411
RE1,S102,TEC087,ELC001,2040,13.7642
RE1,S103,MINBIO,BIO,2040,55.5908
RE1,S103,IMPCOA,COA,2040,2.5444
RE1,S103,IMPLFO,LFO,2040,39.6403
RE1,S103,MINNGS,NGS,2040,10.6068
RE1,S103,MINSOL,SOL,2040,0.3606
RE1,S103,MINWND,WND,2040,1.5513
RE1,S103,MINHYD,HYD,2040,1.8964
RE1,S103,PWRBIO001,COM027,2040,3.8595
RE1,S103,PWRNGS001,ELC001,2040,5.0994
RE1,S103,PWRHYD001,COM027,2040,1.1424
RE1,S103,PWRHYD002,ELC001,2040,0.4379
RE1,S103,PWRHYD003,ELC001,2040,0.2845
RE1,S103,PWRWND001,COM027,2040,1.5513
RE1,S103,PWRSOL001S,COM027,2040,0.5394
RE1,S103,PWRTRN,ELC002,2040,12.527
RE1,S103,PWRDIST,ELC003,2040,11.8812
RE1,S103,PWRSOL002,ELC003,2040,0.3606
RE1,S103,PWRHYD004,ELC003,2040,0.0316
RE1,S103,DEMTRAEVC,ELCEV,2040,4.8077
RE1,S103,DEMTRAMCYELC,TRAMCY,2040,4.3313
RE1,S103,DEMTRACARGSL,TRACAR,2040,4.2888
RE1,S103,DEMTRABUSGSL,TRABUS,2040,4.549
RE1,S103,DEMINDELC,INDELC,2040,6.9369
RE1,S103,DEMINDHECOA,INDHEH,2040,2.061
RE1,S103,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S103,DEMRESCKNBIO,RESCKN,2040,6.9517
RE1,S103,DEMRESHEBIO,RESHEL,2040,2.9793
RE1,S103,DEMCOMHEBIO,COMHEL,2040,0.0411
RE1,S103,TEC087,ELC001,2040,7.0926
RE1,S104,MINBIO,BIO,2040,55.5908
RE1,S104,IMPCOA,COA,2040,2.5444
RE1,S104,IMPLFO,LFO,2040,39.6403
RE1,S104,MINNGS,NGS,2040,1.2316
RE1,S104,MINSOL,SOL,2040,5.9396
RE1,S104,MINWND,WND,2040,1.2849
RE1,S104,MINHYD,HYD,2040,1.8964
RE1,S104,PWRBIO001,COM027,2040,3.8595
RE1,S104,PWRNGS001,ELC001,2040,0.5921
RE1,S104,PWRSOL001,COM027,2040,3.7758
RE1,S104,PWRHYD001,COM027,2040,1.1424
RE1,S104,PWRHYD002,ELC001,2040,0.4379
RE1,S104,PWRHYD003,ELC001,2040,0.2845
RE1,S104,PWRWND001,COM027,2040,1.2849
RE1,S104,PWRSOL001S,COM027,2040,3.2364
RE1,S104,PWRTRN,ELC002,2040,14.1751
RE1,S104,PWRDIST,ELC003,2040,13.4445
RE1,S104,PWRSOL002,ELC003,2040,2.1637
RE1,S104,PWRHYD004,ELC003,2040,0.0316
RE1,S104,DEMTRAEVC,ELCEV,2040,6.7874
RE1,S104,DEMTRAMCYELC,TRAMCY,2040,6.1148
RE1,S104,DEMTRACARGSL,TRACAR,2040,5.436
RE1,S104,DEMTRABUSGSL,TRABUS,2040,3.115
RE1,S104,DEMINDELC,INDELC,2040,8.1058
RE1,S104,DEMINDHECOA,INDHEH,2040,2.061
RE1,S104,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S104,DEMRESCKNBIO,RESCKN,2040,6.9517
RE1,S104,DEMRESHEBIO,RESHEL,2040,2.9793
RE1,S104,DEMCOMHEBIO,COMHEL,2040,0.0411
RE1,S104,TEC087,ELC001,2040,13.2991
RE1,S105,MINBIO,BIO,2040,55.5908
RE1,S105,IMPCOA,COA,2040,2.5444
RE1,S105,IMPLFO,LFO,2040,39.6403
RE1,S105,MINNGS,NGS,2040,10.6068
RE1,S105,MINSOL,SOL,2040,0.3567
RE1,S105,MINWND,WND,2040,2.3756
RE1,S105,MINHYD,HYD,2040,1.1593
RE1,S105,PWRBIO001,COM027,2040,3.8595
RE1,S105,PWRNGS001,ELC001,2040,5.0994
RE1,S105,PWRHYD001,COM027,2040,0.6984
RE1,S105,PWRHYD002,ELC001,2040,0.2677
RE1,S105,PWRHYD003,ELC001,2040,0.1739
RE1,S105,PWRWND001,COM027,2040,2.3756
RE1,S105,PWRSOL001S,COM027,2040,0.5335
RE1,S105,PWRTRN,ELC002,2040,12.6177
RE1,S105,PWRDIST,ELC003,2040,11.9673
RE1,S105,PWRSOL002,ELC003,2040,0.3567
RE1,S105,PWRHYD004,ELC003,2040,0.0193
RE1,S105,DEMTRAEVC,ELCEV,2040,5.5342
RE1,S105,DEMTRAMCYELC,TRAMCY,2040,4.9858
RE1,S105,DEMTRACARGSL,TRACAR,2040,5.436
RE1,S105,DEMTRABUSGSL,TRABUS,2040,3.115
RE1,S105,DEMINDELC,INDELC,2040,6.2004
RE1,S105,DEMINDHECOA,INDHEH,2040,2.061
RE1,S105,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S105,DEMRESCKNBIO,RESCKN,2040,6.9517
RE1,S105,DEMRESHEBIO,RESHEL,2040,2.9793
RE1,S105,DEMCOMHEBIO,COMHEL,2040,0.0411
RE1,S105,TEC087,ELC001,2040,7.4669
RE1,S106,MINBIO,BIO,2040,55.5908
RE1,S106,IMPCOA,COA,2040,2.5444
RE1,S106,IMPLFO,LFO,2040,39.6403
RE1,S106,MINSOL,SOL,2040,5.8745
RE1,S106,MINWND,WND,2040,1.8738
RE1,S106,MINHYD,HYD,2040,1.1593
RE1,S106,PWRBIO001,COM027,2040,3.8595
RE1,S106,PWRSOL001,COM027,2040,3.7345
RE1,S106,PWRHYD001,COM027,2040,0.6984
RE1,S106,PWRHYD002,ELC001,2040,0.2677
RE1,S106,PWRHYD003,ELC001,2040,0.1739
RE1,S106,PWRWND001,COM027,2040,1.8738
RE1,S106,PWRSOL001S,COM027,2040,3.201
RE1,S106,PWRTRN,ELC002,2040,13.3293
RE1,S106,PWRDIST,ELC003,2040,12.6422
RE1,S106,PWRSOL002,ELC003,2040,2.14
RE1,S106,PWRHYD004,ELC003,2040,0.0193
RE1,S106,DEMTRAEVC,ELCEV,2040,6.7874
RE1,S106,DEMTRAMCYELC,TRAMCY,2040,6.1148
RE1,S106,DEMTRACARGSL,TRACAR,2040,5.436
RE1,S106,DEMTRABUSGSL,TRABUS,2040,3.115
RE1,S106,DEMINDELC,INDELC,2040,7.2676
RE1,S106,DEMINDHECOA,INDHEH,2040,2.061
RE1,S106,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S106,DEMRESCKNBIO,RESCKN,2040,6.9517
RE1,S106,DEMRESHEBIO,RESHEL,2040,2.9793
RE1,S106,DEMCOMHEBIO,COMHEL,2040,0.0411
RE1,S106,TEC087,ELC001,2040,13.367
RE1,S107,MINBIO,BIO,2040,55.5908
RE1,S107,IMPCOA,COA,2040,2.5444
RE1,S107,IMPLFO,LFO,2040,39.6403
RE1,S107,MINNGS,NGS,2040,10.6068
RE1,S107,MINSOL,SOL,2040,0.3954
RE1,S107,MINWND,WND,2040,2.2645
RE1,S107,MINHYD,HYD,2040,1.3985
RE1,S107,PWRBIO001,COM027,2040,3.8595
RE1,S107,PWRNGS001,ELC001,2040,5.0994
RE1,S107,PWRHYD001,COM027,2040,0.8425
RE1,S107,PWRHYD002,ELC001,2040,0.323
RE1,S107,PWRHYD003,ELC001,2040,0.2098
RE1,S107,PWRWND001,COM027,2040,2.2645
RE1,S107,PWRSOL001S,COM027,2040,0.5914
RE1,S107,PWRTRN,ELC002,2040,12.7943
RE1,S107,PWRDIST,ELC003,2040,12.1348
RE1,S107,PWRSOL002,ELC003,2040,0.3954
RE1,S107,PWRHYD004,ELC003,2040,0.0233
RE1,S107,DEMTRAEVC,ELCEV,2040,4.0075
RE1,S107,DEMTRAMCYELC,TRAMCY,2040,3.6103
RE1,S107,DEMTRACARGSL,TRACAR,2040,5.436
RE1,S107,DEMTRABUSGSL,TRABUS,2040,3.115
RE1,S107,DEMINDELC,INDELC,2040,8.1051
RE1,S107,DEMINDHECOA,INDHEH,2040,2.061
RE1,S107,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S107,DEMRESCKNBIO,RESCKN,2040,6.9517
RE1,S107,DEMRESHEBIO,RESHEL,2040,2.9793
RE1,S107,DEMCOMHEBIO,COMHEL,2040,0.0411
RE1,S107,TEC087,ELC001,2040,7.5578
RE1,S108,MINBIO,BIO,2040,55.5908
RE1,S108,IMPCOA,COA,2040,2.5444
RE1,S108,IMPLFO,LFO,2040,39.6403
RE1,S108,MINSOL,SOL,2040,6.5116
RE1,S108,MINWND,WND,2040,2.022
RE1,S108,MINHYD,HYD,2040,1.3985
RE1,S108,PWRBIO001,COM027,2040,3.8595
RE1,S108,PWRSOL001,COM027,2040,4.1395
RE1,S108,PWRHYD001,COM027,2040,0.8425
RE1,S108,PWRHYD002,ELC001,2040,0.323
RE1,S108,PWRHYD003,ELC001,2040,0.2098
RE1,S108,PWRWND001,COM027,2040,2.022
RE1,S108,PWRSOL001S,COM027,2040,3.5481
RE1,S108,PWRTRN,ELC002,2040,14.1833
RE1,S108,PWRDIST,ELC003,2040,13.4522
RE1,S108,PWRSOL002,ELC003,2040,2.3721
RE1,S108,PWRHYD004,ELC003,2040,0.0233
RE1,S108,DEMTRAEVC,ELCEV,2040,5.8658
RE1,S108,DEMTRAMCYELC,TRAMCY,2040,5.2845
RE1,S108,DEMTRACARGSL,TRACAR,2040,3.4322
RE1,S108,DEMTRABUSGSL,TRABUS,2040,5.6198
RE1,S108,DEMINDELC,INDELC,2040,9.3366
RE1,S108,DEMINDHECOA,INDHEH,2040,2.061
RE1,S108,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S108,DEMRESCKNBIO,RESCKN,2040,6.9517
RE1,S108,DEMRESHEBIO,RESHEL,2040,2.9793
RE1,S108,DEMCOMHEBIO,COMHEL,2040,0.0411
RE1,S108,TEC087,ELC001,2040,14.4116
RE1,S101,MINBIO,BIO,2050,63.563
RE1,S101,IMPCOA,COA,2050,3.2065
RE1,S101,IMPLFO,LFO,2050,20.4187
RE1,S101,MINNGS,NGS,2050,24.7635
RE1,S101,MINSOL,SOL,2050,1.3498
RE1,S101,MINWND,WND,2050,3.6287
RE1,S101,MINHYD,HYD,2050,2.2519
RE1,S101,PWRBIO001,COM027,2050,8.1366
RE1,S101,PWRNGS001,ELC001,2050,11.9055
RE1,S101,PWRHYD001,COM027,2050,1.3566
RE1,S101,PWRHYD002,ELC001,2050,0.52
RE1,S101,PWRHYD003,ELC001,2050,0.3378
RE1,S101,PWRWND001,COM027,2050,3.6287
RE1,S101,PWRSOL001S,COM027,2050,1.1192
RE1,S101,PWRTRN,ELC002,2050,26.1942
RE1,S101,PWRDIST,ELC003,2050,25.114
RE1,S101,PWRSOL002,ELC003,2050,1.3498
RE1,S101,PWRHYD004,ELC003,2050,0.0375
RE1,S101,DEMTRAEVC,ELCEV,2050,9.7595
RE1,S101,DEMTRAMCYELC,TRAMCY,2050,2.1126
RE1,S101,DEMTRACARELC,TRACAR,2050,2.8167
RE1,S101,DEMTRABUSELC,TRABUS,2050,3.863
RE1,S101,DEMTRACARGSL,TRACAR,2050,3.2217
RE1,S101,DEMTRABUSGSL,TRABUS,2050,1.0775
RE1,S101,DEMINDELC,INDELC,2050,15.6682
RE1,S101,DEMINDHECOA,INDHEH,2050,2.5972
RE1,S101,DEMINDHEBIO,INDHEL,2050,1.7428
RE1,S101,DEMRESCKNBIO,RESCKN,2050,6.2563
RE1,S101,DEMRESHEBIO,RESHEL,2050,2.7725
RE1,S101,DEMCOMHEBIO,COMHEL,2050,0.0518
RE1,S101,TEC087,ELC001,2050,14.241
RE1,S102,MINBIO,BIO,2050,63.563
RE1,S102,IMPCOA,COA,2050,3.2065
RE1,S102,IMPLFO,LFO,2050,20.4187
RE1,S102,MINSOL,SOL,2050,15.9327
RE1,S102,MINWND,WND,2050,3.323
RE1,S102,MINHYD,HYD,2050,2.2519
RE1,S102,PWRBIO001,COM027,2050,8.1366
RE1,S102,PWRSOL001,COM027,2050,7.8342
RE1,S102,PWRHYD001,COM027,2050,1.3566
RE1,S102,PWRHYD002,ELC001,2050,0.52
RE1,S102,PWRHYD003,ELC001,2050,0.3378
RE1,S102,PWRWND001,COM027,2050,3.323
RE1,S102,PWRSOL001S,COM027,2050,6.715
RE1,S102,PWRTRN,ELC002,2050,27.3764
RE1,S102,PWRDIST,ELC003,2050,26.2475
RE1,S102,PWRSOL002,ELC003,2050,8.0986
RE1,S102,PWRHYD004,ELC003,2050,0.0375
RE1,S102,DEMTRAEVC,ELCEV,2050,14.8813
RE1,S102,DEMTRAMCYELC,TRAMCY,2050,6.7268
RE1,S102,DEMTRACARELC,TRACAR,2050,2.8167
RE1,S102,DEMTRABUSELC,TRABUS,2050,3.863
RE1,S102,DEMTRACARGSL,TRACAR,2050,3.2217
RE1,S102,DEMTRABUSGSL,TRABUS,2050,1.0775
RE1,S102,DEMINDELC,INDELC,2050,17.8654
RE1,S102,DEMINDHECOA,INDHEH,2050,2.5972
RE1,S102,DEMINDHEBIO,INDHEL,2050,1.7428
RE1,S102,DEMRESCKNBIO,RESCKN,2050,6.2563
RE1,S102,DEMRESHEBIO,RESHEL,2050,2.7725
RE1,S102,DEMCOMHEBIO,COMHEL,2050,0.0518
RE1,S102,TEC087,ELC001,2050,27.3653
RE1,S103,MINBIO,BIO,2050,63.563
RE1,S103,IMPCOA,COA,2050,3.2065
RE1,S103,IMPLFO,LFO,2050,20.4187
RE1,S103,MINNGS,NGS,2050,24.7635
RE1,S103,MINSOL,SOL,2050,1.3454
RE1,S103,MINWND,WND,2050,3.4069
RE1,S103,MINHYD,HYD,2050,1.8964
RE1,S103,PWRBIO001,COM027,2050,8.1366
RE1,S103,PWRNGS001,ELC001,2050,11.9055
RE1,S103,PWRHYD001,COM027,2050,1.1424
RE1,S103,PWRHYD002,ELC001,2050,0.4379
RE1,S103,PWRHYD003,ELC001,2050,0.2845
RE1,S103,PWRWND001,COM027,2050,3.4069
RE1,S103,PWRSOL001S,COM027,2050,1.1155
RE1,S103,PWRTRN,ELC002,2050,25.6365
RE1,S103,PWRDIST,ELC003,2050,24.5793
RE1,S103,PWRSOL002,ELC003,2050,1.3454
RE1,S103,PWRHYD004,ELC003,2050,0.0316
RE1,S103,DEMTRAEVC,ELCEV,2050,12.1372
RE1,S103,DEMTRAMCYELC,TRAMCY,2050,4.2547
RE1,S103,DEMTRACARELC,TRACAR,2050,2.8167
RE1,S103,DEMTRABUSELC,TRABUS,2050,3.863
RE1,S103,DEMTRACARGSL,TRACAR,2050,3.2217
RE1,S103,DEMTRABUSGSL,TRABUS,2050,1.0775
RE1,S103,DEMINDELC,INDELC,2050,12.4839
RE1,S103,DEMINDHECOA,INDHEH,2050,2.5972
RE1,S103,DEMINDHEBIO,INDHEL,2050,1.7428
RE1,S103,DEMRESCKNBIO,RESCKN,2050,6.2563
RE1,S103,DEMRESHEBIO,RESHEL,2050,2.7725
RE1,S103,DEMCOMHEBIO,COMHEL,2050,0.0518
RE1,S103,TEC087,ELC001,2050,13.8014
RE1,S104,MINBIO,BIO,2050,63.563
RE1,S104,IMPCOA,COA,2050,3.2065
RE1,S104,IMPLFO,LFO,2050,20.4187
RE1,S104,MINSOL,SOL,2050,15.881
RE1,S104,MINWND,WND,2050,2.8219
RE1,S104,MINHYD,HYD,2050,1.8964
RE1,S104,PWRBIO001,COM027,2050,8.1366
RE1,S104,PWRSOL001,COM027,2050,7.8088
RE1,S104,PWRHYD001,COM027,2050,1.1424
RE1,S104,PWRHYD002,ELC001,2050,0.4379
RE1,S104,PWRHYD003,ELC001,2050,0.2845
RE1,S104,PWRWND001,COM027,2050,2.8219
RE1,S104,PWRSOL001S,COM027,2050,6.6932
RE1,S104,PWRTRN,ELC002,2050,26.5055
RE1,S104,PWRDIST,ELC003,2050,25.4125
RE1,S104,PWRSOL002,ELC003,2050,8.0723
RE1,S104,PWRHYD004,ELC003,2050,0.0316
RE1,S104,DEMTRAEVC,ELCEV,2050,17.053
RE1,S104,DEMTRAMCYELC,TRAMCY,2050,8.6833
RE1,S104,DEMTRACARELC,TRACAR,2050,2.8167
RE1,S104,DEMTRABUSELC,TRABUS,2050,3.863
RE1,S104,DEMTRACARGSL,TRACAR,2050,3.2217
RE1,S104,DEMTRABUSGSL,TRABUS,2050,1.0775
RE1,S104,DEMINDELC,INDELC,2050,14.5876
RE1,S104,DEMINDHECOA,INDHEH,2050,2.5972
RE1,S104,DEMINDHEBIO,INDHEL,2050,1.7428
RE1,S104,DEMRESCKNBIO,RESCKN,2050,6.2563
RE1,S104,DEMRESHEBIO,RESHEL,2050,2.7725
RE1,S104,DEMCOMHEBIO,COMHEL,2050,0.0518
RE1,S104,TEC087,ELC001,2050,26.6029
RE1,S105,MINBIO,BIO,2050,63.563
RE1,S105,IMPCOA,COA,2050,3.2065
RE1,S105,IMPLFO,LFO,2050,20.4187
RE1,S105,MINNGS,NGS,2050,24.7635
RE1,S105,MINSOL,SOL,2050,1.3306
RE1,S105,MINWND,WND,2050,5.2173
RE1,S105,MINHYD,HYD,2050,1.1593
RE1,S105,PWRBIO001,COM027,2050,8.1366
RE1,S105,PWRNGS001,ELC001,2050,11.9055
RE1,S105,PWRHYD001,COM027,2050,0.6984
RE1,S105,PWRHYD002,ELC001,2050,0.2677
RE1,S105,PWRHYD003,ELC001,2050,0.1739
RE1,S105,PWRWND001,COM027,2050,5.2173
RE1,S105,PWRSOL001S,COM027,2050,1.1033
RE1,S105,PWRTRN,ELC002,2050,26.6776
RE1,S105,PWRDIST,ELC003,2050,25.5775
RE1,S105,PWRSOL002,ELC003,2050,1.3306
RE1,S105,PWRHYD004,ELC003,2050,0.0193
RE1,S105,DEMTRAEVC,ELCEV,2050,14.2063
RE1,S105,DEMTRAMCYELC,TRAMCY,2050,6.1187
RE1,S105,DEMTRACARELC,TRACAR,2050,2.8167
RE1,S105,DEMTRABUSELC,TRABUS,2050,3.863
RE1,S105,DEMTRACARGSL,TRACAR,2050,3.2217
RE1,S105,DEMTRABUSGSL,TRABUS,2050,1.0775
RE1,S105,DEMINDELC,INDELC,2050,11.1585
RE1,S105,DEMINDHECOA,INDHEH,2050,2.5972
RE1,S105,DEMINDHEBIO,INDHEL,2050,1.7428
RE1,S105,DEMRESCKNBIO,RESCKN,2050,6.2563
RE1,S105,DEMRESHEBIO,RESHEL,2050,2.7725
RE1,S105,DEMCOMHEBIO,COMHEL,2050,0.0518
RE1,S105,TEC087,ELC001,2050,15.1556
RE1,S106,MINBIO,BIO,2050,63.563
RE1,S106,IMPCOA,COA,2050,3.2065
RE1,S106,IMPLFO,LFO,2050,20.4187
RE1,S106,MINSOL,SOL,2050,15.7071
RE1,S106,MINWND,WND,2050,4.1152
RE1,S106,MINHYD,HYD,2050,1.1593
RE1,S106,PWRBIO001,COM027,2050,8.1366
RE1,S106,PWRSOL001,COM027,2050,7.7232
RE1,S106,PWRHYD001,COM027,2050,0.6984
RE1,S106,PWRHYD002,ELC001,2050,0.2677
RE1,S106,PWRHYD003,ELC001,2050,0.1739
RE1,S106,PWRWND001,COM027,2050,4.1152
RE1,S106,PWRSOL001S,COM027,2050,6.6199
RE1,S106,PWRTRN,ELC002,2050,26.9028
RE1,S106,PWRDIST,ELC003,2050,25.7934
RE1,S106,PWRSOL002,ELC003,2050,7.9838
RE1,S106,PWRHYD004,ELC003,2050,0.0193
RE1,S106,DEMTRAEVC,ELCEV,2050,17.053
RE1,S106,DEMTRAMCYELC,TRAMCY,2050,8.6833
RE1,S106,DEMTRACARELC,TRACAR,2050,2.8167
RE1,S106,DEMTRABUSELC,TRABUS,2050,3.863
RE1,S106,DEMTRACARGSL,TRACAR,2050,3.2217
RE1,S106,DEMTRABUSGSL,TRABUS,2050,1.0775
RE1,S106,DEMINDELC,INDELC,2050,13.079
RE1,S106,DEMINDHECOA,INDHEH,2050,2.5972
RE1,S106,DEMINDHEBIO,INDHEL,2050,1.7428
RE1,S106,DEMRESCKNELC,RESCKN,2050,1.7036
RE1,S106,DEMRESCKNBIO,RESCKN,2050,6.2563
RE1,S106,DEMRESHEBIO,RESHEL,2050,2.7725
RE1,S106,DEMCOMHEBIO,COMHEL,2050,0.0518
RE1,S106,TEC087,ELC001,2050,27.2933
RE1,S107,MINBIO,BIO,2050,63.563
RE1,S107,IMPCOA,COA,2050,3.2065
RE1,S107,IMPLFO,LFO,2050,20.4187
RE1,S107,MINNGS,NGS,2050,24.7635
RE1,S107,MINSOL,SOL,2050,1.475
RE1,S107,MINWND,WND,2050,4.9733
RE1,S107,MINHYD,HYD,2050,1.3985
RE1,S107,PWRBIO001,COM027,2050,8.1366
RE1,S107,PWRNGS001,ELC001,2050,11.9055
RE1,S107,PWRHYD001,COM027,2050,0.8425
RE1,S107,PWRHYD002,ELC001,2050,0.323
RE1,S107,PWRHYD003,ELC001,2050,0.2098
RE1,S107,PWRWND001,COM027,2050,4.9733
RE1,S107,PWRSOL001S,COM027,2050,1.223
RE1,S107,PWRTRN,ELC002,2050,26.7851
RE1,S107,PWRDIST,ELC003,2050,25.6806
RE1,S107,PWRSOL002,ELC003,2050,1.475
RE1,S107,PWRHYD004,ELC003,2050,0.0233
RE1,S107,DEMTRAEVC,ELCEV,2050,11.3446
RE1,S107,DEMTRAMCYELC,TRAMCY,2050,3.5406
RE1,S107,DEMTRACARELC,TRACAR,2050,2.8167
RE1,S107,DEMTRABUSELC,TRABUS,2050,3.863
RE1,S107,DEMTRACARGSL,TRACAR,2050,3.2217
RE1,S107,DEMTRABUSGSL,TRABUS,2050,1.0775
RE1,S107,DEMINDELC,INDELC,2050,14.5863
RE1,S107,DEMINDHECOA,INDHEH,2050,2.5972
RE1,S107,DEMINDHEBIO,INDHEL,2050,1.7428
RE1,S107,DEMRESCKNBIO,RESCKN,2050,6.2563
RE1,S107,DEMRESHEBIO,RESHEL,2050,2.7725
RE1,S107,DEMCOMHEBIO,COMHEL,2050,0.0518
RE1,S107,TEC087,ELC001,2050,15.1753
RE1,S108,MINBIO,BIO,2050,60.0204
RE1,S108,IMPCOA,COA,2050,3.2065
RE1,S108,IMPLFO,LFO,2050,20.4187
RE1,S108,MINSOL,SOL,2050,17.4106
RE1,S108,MINWND,WND,2050,4.4407
RE1,S108,MINHYD,HYD,2050,1.3985
RE1,S108,PWRBIO001,COM027,2050,6.8979
RE1,S108,PWRSOL001,COM027,2050,8.5609
RE1,S108,PWRHYD001,COM027,2050,0.8425
RE1,S108,PWRHYD002,ELC001,2050,0.323
RE1,S108,PWRHYD003,ELC001,2050,0.2098
RE1,S108,PWRWND001,COM027,2050,4.4407
RE1,S108,PWRSOL001S,COM027,2050,7.3379
RE1,S108,PWRTRN,ELC002,2050,27.3764
RE1,S108,PWRDIST,ELC003,2050,26.2475
RE1,S108,PWRSOL002,ELC003,2050,8.8498
RE1,S108,PWRHYD004,ELC003,2050,0.0233
RE1,S108,DEMTRAEVC,ELCEV,2050,16.5027
RE1,S108,DEMTRAMCYELC,TRAMCY,2050,8.1875
RE1,S108,DEMTRACARELC,TRACAR,2050,2.8167
RE1,S108,DEMTRABUSELC,TRABUS,2050,3.863
RE1,S108,DEMTRACARGSL,TRACAR,2050,3.2217
RE1,S108,DEMTRABUSGSL,TRABUS,2050,1.0775
RE1,S108,DEMINDELC,INDELC,2050,16.8026
RE1,S108,DEMINDHECOA,INDHEH,2050,2.5972
RE1,S108,DEMINDHEBIO,INDHEL,2050,1.7428
RE1,S108,DEMRESCKNBIO,RESCKN,2050,6.2563
RE1,S108,DEMRESHEBIO,RESHEL,2050,2.7725
RE1,S108,DEMCOMHEBIO,COMHEL,2050,0.0518
RE1,S108,TEC087,ELC001,2050,28.0799
