r,t,y,TotalCapacityAnnual
RE1,MINBIO,2015,27.6641
RE1,MINBIO,2016,27.7044
RE1,MINBIO,2017,103.4348
RE1,MINBIO,2018,179.1675
RE1,MINBIO,2019,254.9026
RE1,MINBIO,2020,330.6402
RE1,MINBIO,2021,334.8497
RE1,MINBIO,2022,340.8694
RE1,MINBIO,2023,366.1615
RE1,MINBIO,2024,384.5032
RE1,MINBIO,2025,390.6063
RE1,MINBIO,2026,396.4089
RE1,MINBIO,2027,402.325
RE1,MINBIO,2028,408.3664
RE1,MINBIO,2029,414.545
RE1,MINBIO,2030,420.8728
RE1,MINBIO,2031,416.1532
RE1,MINBIO,2032,412.2103
RE1,MINBIO,2033,408.9643
RE1,MINBIO,2034,406.3528
RE1,MINBIO,2035,422.6966
RE1,MINBIO,2036,426.6498
RE1,MINBIO,2037,430.8013
RE1,MINBIO,2038,435.1792
RE1,MINBIO,2039,439.8114
RE1,MINBIO,2040,444.7267
RE1,MINBIO,2041,446.0122
RE1,MINBIO,2042,448.7655
RE1,MINBIO,2043,451.7358
RE1,MINBIO,2044,454.9928
RE1,MINBIO,2045,455.7938
RE1,MINBIO,2046,448.9615
RE1,MINBIO,2047,458.7248
RE1,MINBIO,2048,461.0124
RE1,MINBIO,2049,463.6867
RE1,MINBIO,2050,508.504
RE1,MINBIO,2051,509.6375
RE1,MINBIO,2052,510.3045
RE1,MINBIO,2053,511.1559
RE1,MINBIO,2054,512.1686
RE1,MINBIO,2055,515.5312
RE1,MINBIO,2056,516.8598
RE1,MINBIO,2057,519.2278
RE1,MINBIO,2058,523.3949
RE1,MINBIO,2059,527.9395
RE1,MINBIO,2060,531.2157
RE1,MINBIO,2061,532.2168
RE1,MINBIO,2062,533.6473
RE1,MINBIO,2063,535.1776
RE1,MINBIO,2064,536.8439
RE1,MINBIO,2065,539.5393
RE1,MINBIO,2066,541.2773
RE1,MINBIO,2067,546.5742
RE1,MINBIO,2068,549.4395
RE1,MINBIO,2069,547.7391
RE1,MINBIO,2070,545.7457
RE1,IMPCOA,2015,8.1033
RE1,IMPCOA,2016,8.5372
RE1,IMPCOA,2017,8.9943
RE1,IMPCOA,2018,9.4759
RE1,IMPCOA,2019,9.9832
RE1,IMPCOA,2020,10.5178
RE1,IMPCOA,2021,10.9212
RE1,IMPCOA,2022,19.9724
RE1,IMPCOA,2023,20.4011
RE1,IMPCOA,2024,20.8432
RE1,IMPCOA,2025,21.2993
RE1,IMPCOA,2026,21.757
RE1,IMPCOA,2027,13.594
RE1,IMPCOA,2028,14.082
RE1,IMPCOA,2029,14.586
RE1,IMPCOA,2030,15.1068
RE1,IMPCOA,2031,15.339
RE1,IMPCOA,2032,15.5956
RE1,IMPCOA,2033,15.875
RE1,IMPCOA,2034,16.1759
RE1,IMPCOA,2035,17.2471
RE1,IMPCOA,2036,17.8341
RE1,IMPCOA,2037,18.4376
RE1,IMPCOA,2038,19.0585
RE1,IMPCOA,2039,19.6975
RE1,IMPCOA,2040,20.3554
RE1,IMPCOA,2041,20.8804
RE1,IMPCOA,2042,21.4162
RE1,IMPCOA,2043,21.9632
RE1,IMPCOA,2044,22.5219
RE1,IMPCOA,2045,23.0927
RE1,IMPCOA,2046,23.5749
RE1,IMPCOA,2047,24.0719
RE1,IMPCOA,2048,24.5836
RE1,IMPCOA,2049,25.1102
RE1,IMPCOA,2050,25.6518
RE1,IMPCOA,2051,26.074
RE1,IMPCOA,2052,26.503
RE1,IMPCOA,2053,26.9391
RE1,IMPCOA,2054,27.3822
RE1,IMPCOA,2055,27.8325
RE1,IMPCOA,2056,28.2902
RE1,IMPCOA,2057,28.7553
RE1,IMPCOA,2058,29.2279
RE1,IMPCOA,2059,29.7083
RE1,IMPCOA,2060,30.1965
RE1,IMPCOA,2061,30.5906
RE1,IMPCOA,2062,30.9899
RE1,IMPCOA,2063,31.3943
RE1,IMPCOA,2064,31.8041
RE1,IMPCOA,2065,32.2193
RE1,IMPCOA,2066,32.64
RE1,IMPCOA,2067,35.1215
RE1,IMPCOA,2068,41.7098
RE1,IMPCOA,2069,44.106
RE1,IMPCOA,2070,44.5496
RE1,IMPLFO,2015,202.5455
RE1,IMPLFO,2016,213.3901
RE1,IMPLFO,2017,224.8154
RE1,IMPLFO,2018,236.8523
RE1,IMPLFO,2019,249.5338
RE1,IMPLFO,2020,262.8942
RE1,IMPLFO,2021,249.8236
RE1,IMPLFO,2022,237.5817
RE1,IMPLFO,2023,225.1827
RE1,IMPLFO,2024,213.1235
RE1,IMPLFO,2025,200.7605
RE1,IMPLFO,2026,204.4238
RE1,IMPLFO,2027,211.7848
RE1,IMPLFO,2028,219.3867
RE1,IMPLFO,2029,227.2392
RE1,IMPLFO,2030,235.3523
RE1,IMPLFO,2031,238.9702
RE1,IMPLFO,2032,242.9677
RE1,IMPLFO,2033,247.3202
RE1,IMPLFO,2034,252.009
RE1,IMPLFO,2035,268.697
RE1,IMPLFO,2036,277.8415
RE1,IMPLFO,2037,287.2444
RE1,IMPLFO,2038,296.9177
RE1,IMPLFO,2039,306.8731
RE1,IMPLFO,2040,317.1221
RE1,IMPLFO,2041,325.3014
RE1,IMPLFO,2042,333.6485
RE1,IMPLFO,2043,342.1707
RE1,IMPLFO,2044,350.8744
RE1,IMPLFO,2045,359.7665
RE1,IMPLFO,2046,344.7455
RE1,IMPLFO,2047,329.954
RE1,IMPLFO,2048,315.3928
RE1,IMPLFO,2049,301.0629
RE1,IMPLFO,2050,163.3496
RE1,IMPLFO,2051,110.3097
RE1,IMPLFO,2052,91.8159
RE1,IMPLFO,2053,73.3879
RE1,IMPLFO,2054,55.0265
RE1,IMPLFO,2055,36.7328
RE1,IMPLFO,2056,18.5081
RE1,IMPLFO,2057,0.3534
RE1,IMPNGS,2060,194.8235
RE1,IMPNGS,2061,251.65
RE1,IMPNGS,2062,241.8514
RE1,IMPNGS,2063,237.1687
RE1,IMPNGS,2064,232.977
RE1,IMPNGS,2065,232.977
RE1,IMPNGS,2066,242.6636
RE1,IMPNGS,2067,253.9303
RE1,IMPNGS,2068,263.5268
RE1,IMPNGS,2069,263.5268
RE1,IMPNGS,2070,131.0428
RE1,MINNGS,2024,5.1011
RE1,MINNGS,2025,5.5577
RE1,MINNGS,2026,10.8038
RE1,MINNGS,2027,21.4864
RE1,MINNGS,2028,23.8426
RE1,MINNGS,2029,38.3682
RE1,MINNGS,2030,42.7825
RE1,MINNGS,2031,52.854
RE1,MINNGS,2032,67.9139
RE1,MINNGS,2033,72.5967
RE1,MINNGS,2034,76.7883
RE1,MINNGS,2035,76.7883
RE1,MINNGS,2036,79.9663
RE1,MINNGS,2037,84.8546
RE1,MINNGS,2038,84.8546
RE1,MINNGS,2039,84.8546
RE1,MINNGS,2040,84.8546
RE1,MINNGS,2041,84.8546
RE1,MINNGS,2042,84.8546
RE1,MINNGS,2043,84.8546
RE1,MINNGS,2044,84.8546
RE1,MINNGS,2045,84.8546
RE1,MINNGS,2046,84.8546
RE1,MINNGS,2047,99.2166
RE1,MINNGS,2048,120.1901
RE1,MINNGS,2049,141.6443
RE1,MINNGS,2050,198.1076
RE1,MINNGS,2051,213.352
RE1,MINNGS,2052,221.4819
RE1,MINNGS,2053,229.9708
RE1,MINNGS,2054,238.6633
RE1,MINNGS,2055,247.5651
RE1,MINNGS,2056,256.6822
RE1,MINNGS,2057,266.0207
RE1,MINNGS,2058,263.6646
RE1,MINNGS,2059,260.3702
RE1,MINNGS,2060,66.898
RE1,MINSOL,2015,0.3031
RE1,MINSOL,2017,0.3488
RE1,MINSOL,2021,1.0767
RE1,MINSOL,2022,1.0767
RE1,MINSOL,2023,1.3911
RE1,MINSOL,2024,1.7389
RE1,MINSOL,2025,14.7222
RE1,MINSOL,2026,15.8163
RE1,MINSOL,2027,16.6427
RE1,MINSOL,2028,17.5168
RE1,MINSOL,2029,18.4412
RE1,MINSOL,2030,19.4152
RE1,MINSOL,2031,20.1534
RE1,MINSOL,2032,20.9585
RE1,MINSOL,2033,21.8306
RE1,MINSOL,2034,22.7751
RE1,MINSOL,2035,24.8274
RE1,MINSOL,2036,26.2725
RE1,MINSOL,2037,27.8249
RE1,MINSOL,2038,29.5098
RE1,MINSOL,2039,39.3321
RE1,MINSOL,2040,52.0931
RE1,MINSOL,2041,58.8952
RE1,MINSOL,2042,65.1037
RE1,MINSOL,2043,71.7081
RE1,MINSOL,2044,77.2667
RE1,MINSOL,2045,79.2707
RE1,MINSOL,2046,101.1152
RE1,MINSOL,2047,105.5806
RE1,MINSOL,2048,113.4
RE1,MINSOL,2049,121.3419
RE1,MINSOL,2050,139.2848
RE1,MINSOL,2051,144.3767
RE1,MINSOL,2052,146.2274
RE1,MINSOL,2053,148.1322
RE1,MINSOL,2054,150.0928
RE1,MINSOL,2055,152.111
RE1,MINSOL,2056,154.1885
RE1,MINSOL,2057,156.3272
RE1,MINSOL,2058,159.446
RE1,MINSOL,2059,161.7132
RE1,MINSOL,2060,169.5273
RE1,MINSOL,2061,172.1055
RE1,MINSOL,2062,173.8673
RE1,MINSOL,2063,178.6346
RE1,MINSOL,2064,183.554
RE1,MINSOL,2065,191.4159
RE1,MINSOL,2066,190.0305
RE1,MINSOL,2067,189.5159
RE1,MINSOL,2068,187.8545
RE1,MINSOL,2069,189.8927
RE1,MINSOL,2070,201.7192
RE1,MINWND,2024,0.0315
RE1,MINWND,2025,0.0315
RE1,MINWND,2026,0.3155
RE1,MINWND,2027,0.3155
RE1,MINWND,2028,0.3155
RE1,MINWND,2029,0.3155
RE1,MINWND,2030,0.3155
RE1,MINWND,2031,0.3155
RE1,MINWND,2032,0.3155
RE1,MINWND,2035,14.9907
RE1,MINWND,2036,15.8998
RE1,MINWND,2037,16.8688
RE1,MINWND,2038,17.9022
RE1,MINWND,2039,19.0049
RE1,MINWND,2040,19.0049
RE1,MINWND,2041,19.0049
RE1,MINWND,2042,19.0049
RE1,MINWND,2043,19.0049
RE1,MINWND,2044,19.9572
RE1,MINWND,2045,25.6981
RE1,MINWND,2046,25.6981
RE1,MINWND,2047,28.1098
RE1,MINWND,2048,29.4195
RE1,MINWND,2049,30.8033
RE1,MINWND,2050,41.7384
RE1,MINWND,2051,56.4607
RE1,MINWND,2052,63.3339
RE1,MINWND,2053,70.1565
RE1,MINWND,2054,76.997
RE1,MINWND,2055,83.8565
RE1,MINWND,2056,90.736
RE1,MINWND,2057,97.6367
RE1,MINWND,2058,102.9515
RE1,MINWND,2059,109.1117
RE1,MINWND,2060,110.5345
RE1,MINWND,2061,116.0741
RE1,MINWND,2062,121.5585
RE1,MINWND,2063,124.135
RE1,MINWND,2064,126.5686
RE1,MINWND,2065,126.6741
RE1,MINWND,2066,129.8682
RE1,MINWND,2067,131.3868
RE1,MINWND,2068,132.9375
RE1,MINWND,2069,133.5687
RE1,MINWND,2070,211.7625
RE1,MINHYD,2015,5.8974
RE1,MINHYD,2016,5.3692
RE1,MINHYD,2017,7.3789
RE1,MINHYD,2018,4.9079
RE1,MINHYD,2019,4.1785
RE1,MINHYD,2020,3.0091
RE1,MINHYD,2021,10.5408
RE1,MINHYD,2022,18.015
RE1,MINHYD,2023,18.015
RE1,MINHYD,2024,18.015
RE1,MINHYD,2025,18.015
RE1,MINHYD,2026,18.015
RE1,MINHYD,2027,18.015
RE1,MINHYD,2028,18.015
RE1,MINHYD,2029,18.015
RE1,MINHYD,2030,18.015
RE1,MINHYD,2031,18.015
RE1,MINHYD,2032,18.015
RE1,MINHYD,2033,18.015
RE1,MINHYD,2034,18.015
RE1,MINHYD,2035,18.015
RE1,MINHYD,2036,18.015
RE1,MINHYD,2037,18.015
RE1,MINHYD,2038,18.015
RE1,MINHYD,2039,18.015
RE1,MINHYD,2040,18.015
RE1,MINHYD,2041,18.015
RE1,MINHYD,2042,18.015
RE1,MINHYD,2043,18.015
RE1,MINHYD,2044,18.015
RE1,MINHYD,2045,18.015
RE1,MINHYD,2046,18.015
RE1,MINHYD,2047,18.015
RE1,MINHYD,2048,18.015
RE1,MINHYD,2049,18.015
RE1,MINHYD,2050,18.015
RE1,MINHYD,2051,18.015
RE1,MINHYD,2052,18.015
RE1,MINHYD,2053,18.015
RE1,MINHYD,2054,18.015
RE1,MINHYD,2055,18.015
RE1,MINHYD,2056,18.015
RE1,MINHYD,2057,18.015
RE1,MINHYD,2058,18.015
RE1,MINHYD,2059,18.015
RE1,MINHYD,2060,18.015
RE1,MINHYD,2061,18.015
RE1,MINHYD,2062,18.015
RE1,MINHYD,2063,18.015
RE1,MINHYD,2064,18.015
RE1,MINHYD,2065,18.015
RE1,MINHYD,2066,18.015
RE1,MINHYD,2067,18.015
RE1,MINHYD,2068,18.015
RE1,MINHYD,2069,18.015
RE1,MINHYD,2070,18.015
RE1,PWRBIO001,2022,0.0413
RE1,PWRBIO001,2023,0.5131
RE1,PWRBIO001,2024,0.8306
RE1,PWRBIO001,2025,0.8755
RE1,PWRBIO001,2026,0.9221
RE1,PWRBIO001,2027,0.9713
RE1,PWRBIO001,2028,1.0233
RE1,PWRBIO001,2029,1.0782
RE1,PWRBIO001,2030,1.1364
RE1,PWRBIO001,2031,1.1808
RE1,PWRBIO001,2032,1.2291
RE1,PWRBIO001,2033,1.2815
RE1,PWRBIO001,2034,1.3382
RE1,PWRBIO001,2035,1.4628
RE1,PWRBIO001,2036,1.5515
RE1,PWRBIO001,2037,1.6461
RE1,PWRBIO001,2038,1.7469
RE1,PWRBIO001,2039,1.8545
RE1,PWRBIO001,2040,1.9694
RE1,PWRBIO001,2041,2.0662
RE1,PWRBIO001,2042,2.168
RE1,PWRBIO001,2043,2.2786
RE1,PWRBIO001,2044,2.3946
RE1,PWRBIO001,2045,2.4304
RE1,PWRBIO001,2046,2.4819
RE1,PWRBIO001,2047,2.7706
RE1,PWRBIO001,2048,2.9033
RE1,PWRBIO001,2049,3.0436
RE1,PWRBIO001,2050,4.1518
RE1,PWRBIO001,2051,4.2629
RE1,PWRBIO001,2052,4.3662
RE1,PWRBIO001,2053,4.472
RE1,PWRBIO001,2054,4.5811
RE1,PWRBIO001,2055,4.6936
RE1,PWRBIO001,2056,4.8096
RE1,PWRBIO001,2057,4.9291
RE1,PWRBIO001,2058,5.0981
RE1,PWRBIO001,2059,5.2754
RE1,PWRBIO001,2060,5.4213
RE1,PWRBIO001,2061,5.5279
RE1,PWRBIO001,2062,5.6332
RE1,PWRBIO001,2063,5.7407
RE1,PWRBIO001,2064,5.8503
RE1,PWRBIO001,2065,5.9641
RE1,PWRBIO001,2066,6.0804
RE1,PWRBIO001,2067,6.2062
RE1,PWRBIO001,2068,6.3085
RE1,PWRBIO001,2069,6.3001
RE1,PWRBIO001,2070,6.1852
RE1,PWRCOA001,2015,0.12
RE1,PWRCOA001,2016,0.12
RE1,PWRCOA001,2017,0.12
RE1,PWRCOA001,2018,0.12
RE1,PWRCOA001,2019,0.12
RE1,PWRCOA001,2020,0.12
RE1,PWRCOA001,2021,0.12
RE1,PWRCOA001,2022,0.12
RE1,PWRCOA001,2023,0.12
RE1,PWRCOA001,2024,0.12
RE1,PWRCOA001,2025,0.12
RE1,PWRCOA001,2026,0.12
RE1,PWRCOA001,2067,0.0286
RE1,PWRCOA001,2068,0.1141
RE1,PWRCOA001,2069,0.1413
RE1,PWRCOA001,2070,0.1413
RE1,PWROHC001,2015,0.06
RE1,PWROHC001,2016,0.06
RE1,PWROHC001,2017,0.06
RE1,PWROHC001,2018,0.06
RE1,PWROHC001,2019,0.06
RE1,PWROHC001,2020,0.06
RE1,PWROHC001,2021,0.06
RE1,PWROHC001,2022,0.06
RE1,PWROHC001,2023,0.06
RE1,PWROHC001,2024,0.06
RE1,PWROHC001,2025,0.06
RE1,PWRNGS001,2024,0.092
RE1,PWRNGS001,2025,0.1003
RE1,PWRNGS001,2026,0.1949
RE1,PWRNGS001,2027,0.3876
RE1,PWRNGS001,2028,0.4301
RE1,PWRNGS001,2029,0.6921
RE1,PWRNGS001,2030,0.7717
RE1,PWRNGS001,2031,0.9534
RE1,PWRNGS001,2032,1.2251
RE1,PWRNGS001,2033,1.3095
RE1,PWRNGS001,2034,1.3851
RE1,PWRNGS001,2035,1.3851
RE1,PWRNGS001,2036,1.4425
RE1,PWRNGS001,2037,1.5306
RE1,PWRNGS001,2038,1.5306
RE1,PWRNGS001,2039,1.5306
RE1,PWRNGS001,2040,1.5306
RE1,PWRNGS001,2041,1.5306
RE1,PWRNGS001,2042,1.5306
RE1,PWRNGS001,2043,1.5306
RE1,PWRNGS001,2044,1.5306
RE1,PWRNGS001,2045,1.5306
RE1,PWRNGS001,2046,1.5306
RE1,PWRNGS001,2047,1.7897
RE1,PWRNGS001,2048,2.168
RE1,PWRNGS001,2049,2.555
RE1,PWRNGS001,2050,3.5735
RE1,PWRNGS001,2051,3.8485
RE1,PWRNGS001,2052,3.9952
RE1,PWRNGS001,2053,4.1483
RE1,PWRNGS001,2054,4.3051
RE1,PWRNGS001,2055,4.4657
RE1,PWRNGS001,2056,4.6301
RE1,PWRNGS001,2057,4.7986
RE1,PWRNGS001,2058,4.7561
RE1,PWRNGS001,2059,4.6967
RE1,PWRNGS001,2060,4.721
RE1,PWRNGS001,2061,4.5394
RE1,PWRNGS001,2062,4.3626
RE1,PWRNGS001,2063,4.2781
RE1,PWRNGS001,2064,4.2025
RE1,PWRNGS001,2065,4.2025
RE1,PWRNGS001,2066,4.3773
RE1,PWRNGS001,2067,4.5805
RE1,PWRNGS001,2068,4.7536
RE1,PWRNGS001,2069,4.7536
RE1,PWRNGS001,2070,4.7536
RE1,PWRSOL001,2015,0.0274
RE1,PWRSOL001,2016,0.0274
RE1,PWRSOL001,2017,0.0274
RE1,PWRSOL001,2018,0.0274
RE1,PWRSOL001,2019,0.0274
RE1,PWRSOL001,2020,0.0274
RE1,PWRSOL001,2021,0.0774
RE1,PWRSOL001,2022,0.0774
RE1,PWRSOL001,2023,0.1
RE1,PWRSOL001,2024,0.125
RE1,PWRSOL001,2025,1.0583
RE1,PWRSOL001,2026,1.1146
RE1,PWRSOL001,2027,1.1741
RE1,PWRSOL001,2028,1.2369
RE1,PWRSOL001,2029,1.3034
RE1,PWRSOL001,2030,1.3737
RE1,PWRSOL001,2031,1.4273
RE1,PWRSOL001,2032,1.4857
RE1,PWRSOL001,2033,1.5491
RE1,PWRSOL001,2034,1.6176
RE1,PWRSOL001,2035,1.7682
RE1,PWRSOL001,2036,1.8755
RE1,PWRSOL001,2037,1.9898
RE1,PWRSOL001,2038,2.1117
RE1,PWRSOL001,2039,2.2417
RE1,PWRSOL001,2040,2.3806
RE1,PWRSOL001,2041,2.4976
RE1,PWRSOL001,2042,2.6207
RE1,PWRSOL001,2043,2.7505
RE1,PWRSOL001,2044,2.8872
RE1,PWRSOL001,2045,3.0312
RE1,PWRSOL001,2046,3.1695
RE1,PWRSOL001,2047,3.3157
RE1,PWRSOL001,2048,3.4702
RE1,PWRSOL001,2049,3.6334
RE1,PWRSOL001,2050,4.9233
RE1,PWRSOL001,2051,5.0525
RE1,PWRSOL001,2052,5.1856
RE1,PWRSOL001,2053,5.3225
RE1,PWRSOL001,2054,5.4634
RE1,PWRSOL001,2055,5.6085
RE1,PWRSOL001,2056,5.7579
RE1,PWRSOL001,2057,5.9116
RE1,PWRSOL001,2058,6.0699
RE1,PWRSOL001,2059,6.2329
RE1,PWRSOL001,2060,6.4007
RE1,PWRSOL001,2061,6.5248
RE1,PWRSOL001,2062,6.6514
RE1,PWRSOL001,2063,6.7807
RE1,PWRSOL001,2064,6.9127
RE1,PWRSOL001,2065,7.0474
RE1,PWRSOL001,2066,7.185
RE1,PWRSOL001,2067,7.3255
RE1,PWRSOL001,2068,7.469
RE1,PWRSOL001,2069,7.6155
RE1,PWRSOL001,2070,9.8977
RE1,PWRHYD001,2015,0.24
RE1,PWRHYD001,2016,0.24
RE1,PWRHYD001,2017,0.24
RE1,PWRHYD001,2018,0.24
RE1,PWRHYD001,2019,0.24
RE1,PWRHYD001,2020,0.24
RE1,PWRHYD001,2021,0.24
RE1,PWRHYD001,2022,0.4337
RE1,PWRHYD001,2023,0.4337
RE1,PWRHYD001,2024,0.4337
RE1,PWRHYD001,2025,0.4337
RE1,PWRHYD001,2026,0.4337
RE1,PWRHYD001,2027,0.4337
RE1,PWRHYD001,2028,0.4337
RE1,PWRHYD001,2029,0.4337
RE1,PWRHYD001,2030,0.4337
RE1,PWRHYD001,2031,0.4337
RE1,PWRHYD001,2032,0.4337
RE1,PWRHYD001,2033,0.4337
RE1,PWRHYD001,2034,0.4337
RE1,PWRHYD001,2035,0.4337
RE1,PWRHYD001,2036,0.4337
RE1,PWRHYD001,2037,0.4337
RE1,PWRHYD001,2038,0.4337
RE1,PWRHYD001,2039,0.4337
RE1,PWRHYD001,2040,0.4337
RE1,PWRHYD001,2041,0.4337
RE1,PWRHYD001,2042,0.4337
RE1,PWRHYD001,2043,0.4337
RE1,PWRHYD001,2044,0.4337
RE1,PWRHYD001,2045,0.4337
RE1,PWRHYD001,2046,0.4337
RE1,PWRHYD001,2047,0.4337
RE1,PWRHYD001,2048,0.4337
RE1,PWRHYD001,2049,0.4337
RE1,PWRHYD001,2050,0.4337
RE1,PWRHYD001,2051,0.4337
RE1,PWRHYD001,2052,0.4337
RE1,PWRHYD001,2053,0.4337
RE1,PWRHYD001,2054,0.4337
RE1,PWRHYD001,2055,0.4337
RE1,PWRHYD001,2056,0.4337
RE1,PWRHYD001,2057,0.4337
RE1,PWRHYD001,2058,0.4337
RE1,PWRHYD001,2059,0.4337
RE1,PWRHYD001,2060,0.4337
RE1,PWRHYD001,2061,0.4337
RE1,PWRHYD001,2062,0.4337
RE1,PWRHYD001,2063,0.4337
RE1,PWRHYD001,2064,0.4337
RE1,PWRHYD001,2065,0.4337
RE1,PWRHYD001,2066,0.4337
RE1,PWRHYD001,2067,0.4337
RE1,PWRHYD001,2068,0.4337
RE1,PWRHYD001,2069,0.4337
RE1,PWRHYD001,2070,0.4337
RE1,PWRHYD002,2015,0.092
RE1,PWRHYD002,2016,0.092
RE1,PWRHYD002,2017,0.092
RE1,PWRHYD002,2018,0.092
RE1,PWRHYD002,2019,0.092
RE1,PWRHYD002,2020,0.092
RE1,PWRHYD002,2021,0.1663
RE1,PWRHYD002,2022,0.1663
RE1,PWRHYD002,2023,0.1663
RE1,PWRHYD002,2024,0.1663
RE1,PWRHYD002,2025,0.1663
RE1,PWRHYD002,2026,0.1663
RE1,PWRHYD002,2027,0.1663
RE1,PWRHYD002,2028,0.1663
RE1,PWRHYD002,2029,0.1663
RE1,PWRHYD002,2030,0.1663
RE1,PWRHYD002,2031,0.1663
RE1,PWRHYD002,2032,0.1663
RE1,PWRHYD002,2033,0.1663
RE1,PWRHYD002,2034,0.1663
RE1,PWRHYD002,2035,0.1663
RE1,PWRHYD002,2036,0.1663
RE1,PWRHYD002,2037,0.1663
RE1,PWRHYD002,2038,0.1663
RE1,PWRHYD002,2039,0.1663
RE1,PWRHYD002,2040,0.1663
RE1,PWRHYD002,2041,0.1663
