r,t,y,TotalCapacityAnnual
RE1,DEMTRACARELC,2057,1.7248
RE1,DEMTRACARELC,2058,1.8685
RE1,DEMTRACARELC,2059,2.0122
RE1,DEMTRACARELC,2060,2.1559
RE1,DEMTRACARELC,2061,2.2997
RE1,DEMTRACARELC,2062,2.4434
RE1,DEMTRACARELC,2063,2.5871
RE1,DEMTRACARELC,2064,2.7309
RE1,DEMTRACARELC,2065,2.8746
RE1,DEMTRACARELC,2066,2.8746
RE1,DEMTRACARELC,2067,2.8746
RE1,DEMTRACARELC,2068,2.8746
RE1,DEMTRACARELC,2069,2.8746
RE1,DEMTRACARELC,2070,2.8746
RE1,DEMTRABUSELC,2050,0.9856
RE1,DEMTRABUSELC,2051,1.2813
RE1,DEMTRABUSELC,2052,1.3023
RE1,DEMTRABUSELC,2053,1.3238
RE1,DEMTRABUSELC,2054,1.3455
RE1,DEMTRABUSELC,2055,1.3677
RE1,DEMTRABUSELC,2056,1.3902
RE1,DEMTRABUSELC,2057,1.413
RE1,DEMTRABUSELC,2058,1.4362
RE1,DEMTRABUSELC,2059,1.4598
RE1,DEMTRABUSELC,2060,1.4838
RE1,DEMTRABUSELC,2061,1.5032
RE1,DEMTRABUSELC,2062,1.5228
RE1,DEMTRABUSELC,2063,1.5427
RE1,DEMTRABUSELC,2064,1.5628
RE1,DEMTRABUSELC,2065,1.5832
RE1,DEMTRABUSELC,2066,1.6039
RE1,DEMTRABUSELC,2067,1.6248
RE1,DEMTRABUSELC,2068,1.6461
RE1,DEMTRABUSELC,2069,1.6676
RE1,DEMTRABUSELC,2070,1.6894
RE1,DEMTRAMCYGSL,2015,0.4867
RE1,DEMTRAMCYGSL,2016,0.5127
RE1,DEMTRAMCYGSL,2017,0.5402
RE1,DEMTRAMCYGSL,2018,0.5691
RE1,DEMTRAMCYGSL,2019,0.5996
RE1,DEMTRAMCYGSL,2020,0.6317
RE1,DEMTRAMCYGSL,2021,0.6317
RE1,DEMTRAMCYGSL,2022,0.6317
RE1,DEMTRAMCYGSL,2023,0.6317
RE1,DEMTRAMCYGSL,2024,0.6317
RE1,DEMTRAMCYGSL,2025,0.6317
RE1,DEMTRAMCYGSL,2026,0.6317
RE1,DEMTRAMCYGSL,2027,0.6317
RE1,DEMTRAMCYGSL,2028,0.6317
RE1,DEMTRAMCYGSL,2029,0.6317
RE1,DEMTRAMCYGSL,2030,0.145
RE1,DEMTRAMCYGSL,2031,0.1189
RE1,DEMTRAMCYGSL,2032,0.0915
RE1,DEMTRAMCYGSL,2033,0.0626
RE1,DEMTRAMCYGSL,2034,0.0321
RE1,DEMTRACARGSL,2015,0.4867
RE1,DEMTRACARGSL,2016,0.7606
RE1,DEMTRACARGSL,2017,0.7606
RE1,DEMTRACARGSL,2018,0.7606
RE1,DEMTRACARGSL,2019,0.7606
RE1,DEMTRACARGSL,2020,0.7606
RE1,DEMTRACARGSL,2021,0.7606
RE1,DEMTRACARGSL,2022,0.7606
RE1,DEMTRACARGSL,2023,0.7606
RE1,DEMTRACARGSL,2024,0.7606
RE1,DEMTRACARGSL,2025,0.7606
RE1,DEMTRACARGSL,2026,0.8753
RE1,DEMTRACARGSL,2027,0.9892
RE1,DEMTRACARGSL,2028,1.1022
RE1,DEMTRACARGSL,2029,1.2143
RE1,DEMTRACARGSL,2030,1.3255
RE1,DEMTRACARGSL,2031,1.4439
RE1,DEMTRACARGSL,2032,1.5619
RE1,DEMTRACARGSL,2033,1.6794
RE1,DEMTRACARGSL,2034,1.7965
RE1,DEMTRACARGSL,2035,1.4265
RE1,DEMTRACARGSL,2036,1.2689
RE1,DEMTRACARGSL,2037,1.3847
RE1,DEMTRACARGSL,2038,1.3869
RE1,DEMTRACARGSL,2039,1.3869
RE1,DEMTRACARGSL,2040,1.3869
RE1,DEMTRACARGSL,2041,1.3869
RE1,DEMTRACARGSL,2042,1.3869
RE1,DEMTRACARGSL,2043,1.3869
RE1,DEMTRACARGSL,2044,1.3869
RE1,DEMTRACARGSL,2045,1.3869
RE1,DEMTRACARGSL,2046,1.2722
RE1,DEMTRACARGSL,2047,1.1583
RE1,DEMTRACARGSL,2048,1.0453
RE1,DEMTRACARGSL,2049,0.9332
RE1,DEMTRACARGSL,2050,0.822
RE1,DEMTRACARGSL,2051,0.7036
RE1,DEMTRACARGSL,2052,0.5856
RE1,DEMTRACARGSL,2053,0.4681
RE1,DEMTRACARGSL,2054,0.351
RE1,DEMTRACARGSL,2055,0.2343
RE1,DEMTRACARGSL,2056,0.1181
RE1,DEMTRACARGSL,2057,0.0023
RE1,DEMTRABUSGSL,2015,0.3982
RE1,DEMTRABUSGSL,2016,0.4195
RE1,DEMTRABUSGSL,2017,0.442
RE1,DEMTRABUSGSL,2018,0.4656
RE1,DEMTRABUSGSL,2019,0.4906
RE1,DEMTRABUSGSL,2020,0.5168
RE1,DEMTRABUSGSL,2021,0.7167
RE1,DEMTRABUSGSL,2022,0.7167
RE1,DEMTRABUSGSL,2023,0.7167
RE1,DEMTRABUSGSL,2024,0.7167
RE1,DEMTRABUSGSL,2025,0.7167
RE1,DEMTRABUSGSL,2026,0.7167
RE1,DEMTRABUSGSL,2027,0.7167
RE1,DEMTRABUSGSL,2028,0.7167
RE1,DEMTRABUSGSL,2029,0.7167
RE1,DEMTRABUSGSL,2030,1.6757
RE1,DEMTRABUSGSL,2031,1.9506
RE1,DEMTRABUSGSL,2032,1.9506
RE1,DEMTRABUSGSL,2033,1.9506
RE1,DEMTRABUSGSL,2034,1.9506
RE1,DEMTRABUSGSL,2035,1.5524
RE1,DEMTRABUSGSL,2036,1.5311
RE1,DEMTRABUSGSL,2037,1.5087
RE1,DEMTRABUSGSL,2038,1.485
RE1,DEMTRABUSGSL,2039,1.4601
RE1,DEMTRABUSGSL,2040,1.4338
RE1,DEMTRABUSGSL,2041,1.2339
RE1,DEMTRABUSGSL,2042,1.2339
RE1,DEMTRABUSGSL,2043,1.2339
RE1,DEMTRABUSGSL,2044,1.2339
RE1,DEMTRABUSGSL,2045,1.2339
RE1,DEMTRABUSGSL,2046,1.2339
RE1,DEMTRABUSGSL,2047,1.2339
RE1,DEMTRABUSGSL,2048,1.2339
RE1,DEMTRABUSGSL,2049,1.2339
RE1,DEMTRABUSGSL,2050,0.2749
RE1,DEMINDELC,2015,0.5339
RE1,DEMINDELC,2016,0.5518
RE1,DEMINDELC,2017,0.5727
RE1,DEMINDELC,2018,0.5888
RE1,DEMINDELC,2019,0.5888
RE1,DEMINDELC,2020,0.5888
RE1,DEMINDELC,2021,0.5888
RE1,DEMINDELC,2022,0.612
RE1,DEMINDELC,2023,0.6569
RE1,DEMINDELC,2024,0.705
RE1,DEMINDELC,2025,0.7565
RE1,DEMINDELC,2026,0.8108
RE1,DEMINDELC,2027,0.8688
RE1,DEMINDELC,2028,0.9309
RE1,DEMINDELC,2029,0.9974
RE1,DEMINDELC,2030,1.0685
RE1,DEMINDELC,2031,1.2481
RE1,DEMINDELC,2032,1.3257
RE1,DEMINDELC,2033,1.4099
RE1,DEMINDELC,2034,1.5009
RE1,DEMINDELC,2035,1.6719
RE1,DEMINDELC,2036,1.8061
RE1,DEMINDELC,2037,1.9508
RE1,DEMINDELC,2038,2.1068
RE1,DEMINDELC,2039,2.2748
RE1,DEMINDELC,2040,2.5328
RE1,DEMINDELC,2041,2.6923
RE1,DEMINDELC,2042,2.8616
RE1,DEMINDELC,2043,3.0411
RE1,DEMINDELC,2044,3.2316
RE1,DEMINDELC,2045,3.4337
RE1,DEMINDELC,2046,3.6326
RE1,DEMINDELC,2047,3.8437
RE1,DEMINDELC,2048,4.0678
RE1,DEMINDELC,2049,4.3057
RE1,DEMINDELC,2050,4.5581
RE1,DEMINDELC,2051,4.7149
RE1,DEMINDELC,2052,4.8771
RE1,DEMINDELC,2053,5.0448
RE1,DEMINDELC,2054,5.2183
RE1,DEMINDELC,2055,5.3978
RE1,DEMINDELC,2056,5.5834
RE1,DEMINDELC,2057,5.7753
RE1,DEMINDELC,2058,5.9739
RE1,DEMINDELC,2059,6.1792
RE1,DEMINDELC,2060,6.3917
RE1,DEMINDELC,2061,6.5438
RE1,DEMINDELC,2062,6.6995
RE1,DEMINDELC,2063,6.859
RE1,DEMINDELC,2064,7.0222
RE1,DEMINDELC,2065,7.1894
RE1,DEMINDELC,2066,7.3605
RE1,DEMINDELC,2067,7.5358
RE1,DEMINDELC,2068,7.7152
RE1,DEMINDELC,2069,7.899
RE1,DEMINDELC,2070,8.0871
RE1,DEMINDHECOA,2015,0.2093
RE1,DEMINDHECOA,2016,0.2205
RE1,DEMINDHECOA,2017,0.2323
RE1,DEMINDHECOA,2018,0.2448
RE1,DEMINDHECOA,2019,0.2579
RE1,DEMINDHECOA,2020,0.2717
RE1,DEMINDHECOA,2021,0.2821
RE1,DEMINDHECOA,2022,0.2929
RE1,DEMINDHECOA,2023,0.3039
RE1,DEMINDHECOA,2024,0.3154
RE1,DEMINDHECOA,2025,0.3271
RE1,DEMINDHECOA,2026,0.339
RE1,DEMINDHECOA,2027,0.3512
RE1,DEMINDHECOA,2028,0.3638
RE1,DEMINDHECOA,2029,0.3768
RE1,DEMINDHECOA,2030,0.3902
RE1,DEMINDHECOA,2031,0.3962
RE1,DEMINDHECOA,2032,0.4029
RE1,DEMINDHECOA,2033,0.4101
RE1,DEMINDHECOA,2034,0.4179
RE1,DEMINDHECOA,2035,0.4455
RE1,DEMINDHECOA,2036,0.4607
RE1,DEMINDHECOA,2037,0.4763
RE1,DEMINDHECOA,2038,0.4923
RE1,DEMINDHECOA,2039,0.5088
RE1,DEMINDHECOA,2040,0.5258
RE1,DEMINDHECOA,2041,0.5394
RE1,DEMINDHECOA,2042,0.5532
RE1,DEMINDHECOA,2043,0.5674
RE1,DEMINDHECOA,2044,0.5818
RE1,DEMINDHECOA,2045,0.5965
RE1,DEMINDHECOA,2046,0.609
RE1,DEMINDHECOA,2047,0.6218
RE1,DEMINDHECOA,2048,0.6351
RE1,DEMINDHECOA,2049,0.6487
RE1,DEMINDHECOA,2050,0.6626
RE1,DEMINDHECOA,2051,0.6736
RE1,DEMINDHECOA,2052,0.6846
RE1,DEMINDHECOA,2053,0.6959
RE1,DEMINDHECOA,2054,0.7073
RE1,DEMINDHECOA,2055,0.719
RE1,DEMINDHECOA,2056,0.7308
RE1,DEMINDHECOA,2057,0.7428
RE1,DEMINDHECOA,2058,0.755
RE1,DEMINDHECOA,2059,0.7674
RE1,DEMINDHECOA,2060,0.78
RE1,DEMINDHECOA,2061,0.7902
RE1,DEMINDHECOA,2062,0.8005
RE1,DEMINDHECOA,2063,0.811
RE1,DEMINDHECOA,2064,0.8216
RE1,DEMINDHECOA,2065,0.8323
RE1,DEMINDHECOA,2066,0.8432
RE1,DEMINDHECOA,2067,0.8542
RE1,DEMINDHECOA,2068,0.8653
RE1,DEMINDHECOA,2069,0.8766
RE1,DEMINDHECOA,2070,0.8881
RE1,DEMINDHEBIO,2015,0.0363
RE1,DEMINDHEBIO,2016,0.0363
RE1,DEMINDHEBIO,2017,0.1385
RE1,DEMINDHEBIO,2018,0.2407
RE1,DEMINDHEBIO,2019,0.3428
RE1,DEMINDHEBIO,2020,0.445
RE1,DEMINDHEBIO,2021,0.4506
RE1,DEMINDHEBIO,2022,0.4562
RE1,DEMINDHEBIO,2023,0.4617
RE1,DEMINDHEBIO,2024,0.4672
RE1,DEMINDHEBIO,2025,0.4727
RE1,DEMINDHEBIO,2026,0.4776
RE1,DEMINDHEBIO,2027,0.4826
RE1,DEMINDHEBIO,2028,0.4875
RE1,DEMINDHEBIO,2029,0.4925
RE1,DEMINDHEBIO,2030,0.4974
RE1,DEMINDHEBIO,2031,0.4974
RE1,DEMINDHEBIO,2032,0.4801
RE1,DEMINDHEBIO,2033,0.4725
RE1,DEMINDHEBIO,2034,0.4655
RE1,DEMINDHEBIO,2035,0.4799
RE1,DEMINDHEBIO,2036,0.4798
RE1,DEMINDHEBIO,2037,0.4796
RE1,DEMINDHEBIO,2038,0.4793
RE1,DEMINDHEBIO,2039,0.479
RE1,DEMINDHEBIO,2040,0.4786
RE1,DEMINDHEBIO,2041,0.4762
RE1,DEMINDHEBIO,2042,0.4737
RE1,DEMINDHEBIO,2043,0.4712
RE1,DEMINDHEBIO,2044,0.4687
RE1,DEMINDHEBIO,2045,0.4662
RE1,DEMINDHEBIO,2046,0.4662
RE1,DEMINDHEBIO,2047,0.4572
RE1,DEMINDHEBIO,2048,0.4529
RE1,DEMINDHEBIO,2049,0.4487
RE1,DEMINDHEBIO,2050,0.4447
RE1,DEMINDHEBIO,2051,0.4405
RE1,DEMINDHEBIO,2052,0.4363
RE1,DEMINDHEBIO,2053,0.4322
RE1,DEMINDHEBIO,2054,0.4281
RE1,DEMINDHEBIO,2055,0.4241
RE1,DEMINDHEBIO,2056,0.4215
RE1,DEMINDHEBIO,2057,0.419
RE1,DEMINDHEBIO,2058,0.4166
RE1,DEMINDHEBIO,2059,0.4141
RE1,DEMINDHEBIO,2060,0.4045
RE1,DEMINDHEBIO,2061,0.4045
RE1,DEMINDHEBIO,2062,0.3966
RE1,DEMINDHEBIO,2063,0.3927
RE1,DEMINDHEBIO,2064,0.3888
RE1,DEMINDHEBIO,2065,0.385
RE1,DEMINDHEBIO,2066,0.3837
RE1,DEMINDHEBIO,2067,0.3825
RE1,DEMINDHEBIO,2068,0.3813
RE1,DEMINDHEBIO,2069,0.3802
RE1,DEMINDHEBIO,2070,0.3792
RE1,DEMRESCKNELC,2041,0.0612
RE1,DEMRESCKNELC,2042,0.0638
RE1,DEMRESCKNELC,2043,0.0663
RE1,DEMRESCKNELC,2044,0.0663
RE1,DEMRESCKNELC,2045,0.0663
RE1,DEMRESCKNELC,2046,0.2649
RE1,DEMRESCKNELC,2047,0.2969
RE1,DEMRESCKNELC,2048,0.3212
RE1,DEMRESCKNELC,2049,0.3472
RE1,DEMRESCKNELC,2050,0.4346
RE1,DEMRESCKNELC,2051,0.4509
RE1,DEMRESCKNELC,2052,0.4732
RE1,DEMRESCKNELC,2053,0.4939
RE1,DEMRESCKNELC,2054,0.5154
RE1,DEMRESCKNELC,2055,0.5375
RE1,DEMRESCKNELC,2056,0.5604
RE1,DEMRESCKNELC,2057,0.5841
RE1,DEMRESCKNELC,2058,0.6082
RE1,DEMRESCKNELC,2059,0.6335
RE1,DEMRESCKNELC,2060,0.6579
RE1,DEMRESCKNELC,2061,0.6766
RE1,DEMRESCKNELC,2062,0.6815
RE1,DEMRESCKNELC,2063,0.6853
RE1,DEMRESCKNELC,2064,0.6889
RE1,DEMRESCKNELC,2065,0.6997
RE1,DEMRESCKNELC,2066,0.7136
RE1,DEMRESCKNELC,2067,0.6579
RE1,DEMRESCKNELC,2068,0.6094
RE1,DEMRESCKNELC,2069,0.5583
RE1,DEMRESCKNELC,2070,0.4463
RE1,DEMRESCKNBIO,2015,0.1372
RE1,DEMRESCKNBIO,2016,0.1373
RE1,DEMRESCKNBIO,2017,0.5145
RE1,DEMRESCKNBIO,2018,0.8916
RE1,DEMRESCKNBIO,2019,1.2688
RE1,DEMRESCKNBIO,2020,1.646
RE1,DEMRESCKNBIO,2021,1.6669
RE1,DEMRESCKNBIO,2022,1.6876
RE1,DEMRESCKNBIO,2023,1.7082
RE1,DEMRESCKNBIO,2024,1.7286
RE1,DEMRESCKNBIO,2025,1.749
RE1,DEMRESCKNBIO,2026,1.7674
RE1,DEMRESCKNBIO,2027,1.7859
RE1,DEMRESCKNBIO,2028,1.8043
RE1,DEMRESCKNBIO,2029,1.8228
RE1,DEMRESCKNBIO,2030,1.8412
RE1,DEMRESCKNBIO,2031,1.8203
RE1,DEMRESCKNBIO,2032,1.7996
RE1,DEMRESCKNBIO,2033,1.779
RE1,DEMRESCKNBIO,2034,1.7586
RE1,DEMRESCKNBIO,2035,1.7773
RE1,DEMRESCKNBIO,2036,1.7771
RE1,DEMRESCKNBIO,2037,1.7766
RE1,DEMRESCKNBIO,2038,1.7758
RE1,DEMRESCKNBIO,2039,1.7748
RE1,DEMRESCKNBIO,2040,1.7736
RE1,DEMRESCKNBIO,2041,1.7736
RE1,DEMRESCKNBIO,2042,1.7736
RE1,DEMRESCKNBIO,2043,1.7736
RE1,DEMRESCKNBIO,2044,1.7736
RE1,DEMRESCKNBIO,2045,1.725
RE1,DEMRESCKNBIO,2046,1.7066
RE1,DEMRESCKNBIO,2047,1.6592
RE1,DEMRESCKNBIO,2048,1.6405
RE1,DEMRESCKNBIO,2049,1.622
RE1,DEMRESCKNBIO,2050,1.5962
RE1,DEMRESCKNBIO,2051,1.5962
RE1,DEMRESCKNBIO,2052,1.5962
RE1,DEMRESCKNBIO,2053,1.5962
RE1,DEMRESCKNBIO,2054,1.5962
RE1,DEMRESCKNBIO,2055,1.5083
RE1,DEMRESCKNBIO,2056,1.5083
RE1,DEMRESCKNBIO,2057,1.4735
RE1,DEMRESCKNBIO,2058,1.4562
RE1,DEMRESCKNBIO,2059,1.4388
RE1,DEMRESCKNBIO,2060,1.4217
RE1,DEMRESCKNBIO,2061,1.4217
RE1,DEMRESCKNBIO,2062,1.4217
RE1,DEMRESCKNBIO,2063,1.4217
RE1,DEMRESCKNBIO,2064,1.4217
RE1,DEMRESCKNBIO,2065,1.382
RE1,DEMRESCKNBIO,2066,1.382
RE1,DEMRESCKNBIO,2067,1.3235
RE1,DEMRESCKNBIO,2068,1.3161
RE1,DEMRESCKNBIO,2069,1.3092
RE1,DEMRESCKNBIO,2070,1.3303
RE1,DEMRESHEBIO,2015,0.0588
RE1,DEMRESHEBIO,2016,0.0588
RE1,DEMRESHEBIO,2017,0.2205
RE1,DEMRESHEBIO,2018,0.3821
RE1,DEMRESHEBIO,2019,0.5438
RE1,DEMRESHEBIO,2020,0.7054
RE1,DEMRESHEBIO,2021,0.7144
RE1,DEMRESHEBIO,2022,0.7233
RE1,DEMRESHEBIO,2023,0.7321
RE1,DEMRESHEBIO,2024,0.7408
RE1,DEMRESHEBIO,2025,0.7496
RE1,DEMRESHEBIO,2026,0.7575
RE1,DEMRESHEBIO,2027,0.7654
RE1,DEMRESHEBIO,2028,0.7733
RE1,DEMRESHEBIO,2029,0.7812
RE1,DEMRESHEBIO,2030,0.7891
RE1,DEMRESHEBIO,2031,0.789
RE1,DEMRESHEBIO,2032,0.7617
RE1,DEMRESHEBIO,2033,0.7498
RE1,DEMRESHEBIO,2034,0.7388
RE1,DEMRESHEBIO,2035,0.7617
RE1,DEMRESHEBIO,2036,0.7616
RE1,DEMRESHEBIO,2037,0.7614
RE1,DEMRESHEBIO,2038,0.7611
RE1,DEMRESHEBIO,2039,0.7606
RE1,DEMRESHEBIO,2040,0.7601
RE1,DEMRESHEBIO,2041,0.7564
RE1,DEMRESHEBIO,2042,0.7527
RE1,DEMRESHEBIO,2043,0.7488
RE1,DEMRESHEBIO,2044,0.7449
RE1,DEMRESHEBIO,2045,0.741
RE1,DEMRESHEBIO,2046,0.741
RE1,DEMRESHEBIO,2047,0.727
RE1,DEMRESHEBIO,2048,0.7203
RE1,DEMRESHEBIO,2049,0.7137
RE1,DEMRESHEBIO,2050,0.7074
RE1,DEMRESHEBIO,2051,0.7008
RE1,DEMRESHEBIO,2052,0.6943
RE1,DEMRESHEBIO,2053,0.6879
RE1,DEMRESHEBIO,2054,0.6815
RE1,DEMRESHEBIO,2055,0.6752
RE1,DEMRESHEBIO,2056,0.671
RE1,DEMRESHEBIO,2057,0.6669
RE1,DEMRESHEBIO,2058,0.6628
RE1,DEMRESHEBIO,2059,0.6588
RE1,DEMRESHEBIO,2060,0.6446
RE1,DEMRESHEBIO,2061,0.6446
RE1,DEMRESHEBIO,2062,0.6322
RE1,DEMRESHEBIO,2063,0.6261
RE1,DEMRESHEBIO,2064,0.6201
RE1,DEMRESHEBIO,2065,0.6142
RE1,DEMRESHEBIO,2066,0.6118
RE1,DEMRESHEBIO,2067,0.6096
RE1,DEMRESHEBIO,2068,0.6076
RE1,DEMRESHEBIO,2069,0.6056
RE1,DEMRESHEBIO,2070,0.6038
RE1,DEMCOMHEBIO,2015,0.0042
RE1,DEMCOMHEBIO,2016,0.0044
RE1,DEMCOMHEBIO,2017,0.0046
RE1,DEMCOMHEBIO,2018,0.0049
RE1,DEMCOMHEBIO,2019,0.0051
RE1,DEMCOMHEBIO,2020,0.0054
RE1,DEMCOMHEBIO,2021,0.0056
RE1,DEMCOMHEBIO,2022,0.0058
RE1,DEMCOMHEBIO,2023,0.0061
RE1,DEMCOMHEBIO,2024,0.0063
RE1,DEMCOMHEBIO,2025,0.0065
RE1,DEMCOMHEBIO,2026,0.0068
RE1,DEMCOMHEBIO,2027,0.007
RE1,DEMCOMHEBIO,2028,0.0073
RE1,DEMCOMHEBIO,2029,0.0075
RE1,DEMCOMHEBIO,2030,0.0078
RE1,DEMCOMHEBIO,2031,0.0079
RE1,DEMCOMHEBIO,2032,0.008
RE1,DEMCOMHEBIO,2033,0.0082
RE1,DEMCOMHEBIO,2034,0.0083
RE1,DEMCOMHEBIO,2035,0.0089
RE1,DEMCOMHEBIO,2036,0.0092
RE1,DEMCOMHEBIO,2037,0.0095
RE1,DEMCOMHEBIO,2038,0.0098
RE1,DEMCOMHEBIO,2039,0.0102
RE1,DEMCOMHEBIO,2040,0.0105
RE1,DEMCOMHEBIO,2041,0.0108
RE1,DEMCOMHEBIO,2042,0.011
RE1,DEMCOMHEBIO,2043,0.0113
RE1,DEMCOMHEBIO,2044,0.0116
RE1,DEMCOMHEBIO,2045,0.0119
RE1,DEMCOMHEBIO,2046,0.0122
RE1,DEMCOMHEBIO,2047,0.0124
RE1,DEMCOMHEBIO,2048,0.0127
RE1,DEMCOMHEBIO,2049,0.0129
RE1,DEMCOMHEBIO,2050,0.0132
RE1,DEMCOMHEBIO,2051,0.0134
RE1,DEMCOMHEBIO,2052,0.0137
RE1,DEMCOMHEBIO,2053,0.0139
RE1,DEMCOMHEBIO,2054,0.0141
RE1,DEMCOMHEBIO,2055,0.0143
RE1,DEMCOMHEBIO,2056,0.0146
RE1,DEMCOMHEBIO,2057,0.0148
RE1,DEMCOMHEBIO,2058,0.0151
RE1,DEMCOMHEBIO,2059,0.0153
RE1,DEMCOMHEBIO,2060,0.0156
RE1,DEMCOMHEBIO,2061,0.0158
RE1,DEMCOMHEBIO,2062,0.016
RE1,DEMCOMHEBIO,2063,0.0162
RE1,DEMCOMHEBIO,2064,0.0164
RE1,DEMCOMHEBIO,2065,0.0166
RE1,DEMCOMHEBIO,2066,0.0168
RE1,DEMCOMHEBIO,2067,0.017
RE1,DEMCOMHEBIO,2068,0.0173
RE1,DEMCOMHEBIO,2069,0.0175
RE1,DEMCOMHEBIO,2070,0.0177
RE1,TEC087,2015,0.1359
RE1,TEC087,2016,0.1189
RE1,TEC087,2017,0.173
RE1,TEC087,2018,0.1109
RE1,TEC087,2019,0.0955
RE1,TEC087,2020,0.0582
RE1,TEC087,2021,0.2229
RE1,TEC087,2022,0.3982
RE1,TEC087,2023,0.6433
RE1,TEC087,2024,0.8128
RE1,TEC087,2025,1.475
RE1,TEC087,2026,1.5269
RE1,TEC087,2027,1.5756
RE1,TEC087,2028,1.7968
RE1,TEC087,2029,1.8744
RE1,TEC087,2030,1.9564
RE1,TEC087,2031,2.0191
RE1,TEC087,2032,2.0873
RE1,TEC087,2033,2.1548
RE1,TEC087,2034,2.2348
RE1,TEC087,2035,2.8101
RE1,TEC087,2036,2.9675
RE1,TEC087,2037,3.1353
RE1,TEC087,2038,3.3142
RE1,TEC087,2039,3.5051
RE1,TEC087,2040,3.6769
RE1,TEC087,2041,3.8217
RE1,TEC087,2042,3.9741
RE1,TEC087,2043,4.1234
RE1,TEC087,2044,4.3079
RE1,TEC087,2045,4.551
RE1,TEC087,2046,4.6811
RE1,TEC087,2047,4.9846
RE1,TEC087,2048,5.1941
RE1,TEC087,2049,5.4154
RE1,TEC087,2050,7.1641
RE1,TEC087,2051,7.774
RE1,TEC087,2052,8.1762
RE1,TEC087,2053,8.5838
RE1,TEC087,2054,8.9969
RE1,TEC087,2055,9.4158
RE1,TEC087,2056,9.8405
RE1,TEC087,2057,10.2714
RE1,TEC087,2058,10.4973
RE1,TEC087,2059,10.7402
RE1,TEC087,2060,10.9618
RE1,TEC087,2061,11.2731
RE1,TEC087,2062,11.6074
RE1,TEC087,2063,11.8528
RE1,TEC087,2064,12.0975
RE1,TEC087,2065,12.2594
RE1,TEC087,2066,12.5231
RE1,TEC087,2067,12.7186
RE1,TEC087,2068,13.0066
RE1,TEC087,2069,13.6559
RE1,TEC087,2070,13.7376
